FlightId,AirRouteId,DepartureTime,ArrivalTime,IsDeleted
64,886,2023-12-18 06:27:07,2023-12-18 11:27:07,0
65,647,2023-06-18 02:58:49,2023-06-18 05:58:49,0
66,717,2023-06-30 05:07:21,2023-06-30 09:07:21,0
67,663,2023-08-30 00:13:48,2023-08-30 01:13:48,0
68,884,2023-09-03 11:35:01,2023-09-03 14:35:01,0
69,526,2023-10-04 20:36:24,2023-10-04 21:36:24,0
70,59,2023-09-06 03:28:42,2023-09-06 06:28:42,0
71,70,2023-10-24 12:17:16,2023-10-24 13:17:16,0
72,40,2023-11-04 03:44:33,2023-11-04 07:44:33,0
73,189,2023-12-03 07:28:23,2023-12-03 11:28:23,0
74,675,2023-09-25 11:56:32,2023-09-25 16:56:32,0
75,525,2023-09-24 18:18:24,2023-09-24 22:18:24,0
76,983,2023-08-06 10:32:02,2023-08-06 12:32:02,0
77,192,2023-07-19 05:21:55,2023-07-19 09:21:55,0
78,921,2023-12-24 13:44:16,2023-12-24 15:44:16,0
79,798,2023-07-29 22:00:01,2023-07-29 23:00:01,0
80,512,2023-08-29 00:33:30,2023-08-29 03:33:30,0
81,406,2023-12-10 17:50:35,2023-12-10 21:50:35,0
82,378,2023-11-18 06:57:33,2023-11-18 09:57:33,0
83,547,2023-07-09 14:58:31,2023-07-09 19:58:31,0
84,406,2023-10-11 12:45:53,2023-10-11 13:45:53,0
85,778,2023-11-21 16:12:52,2023-11-21 20:12:52,0
86,210,2023-08-20 13:22:55,2023-08-20 17:22:55,0
87,822,2023-08-07 05:56:25,2023-08-07 06:56:25,0
88,206,2023-10-25 22:31:09,2023-10-25 23:31:09,0
89,980,2023-09-27 17:49:30,2023-09-27 18:49:30,0
90,68,2023-08-27 01:24:44,2023-08-27 05:24:44,0
91,626,2023-10-11 10:33:21,2023-10-11 11:33:21,0
92,840,2023-11-30 15:47:13,2023-11-30 19:47:13,0
93,418,2023-10-06 13:21:36,2023-10-06 15:21:36,0
94,852,2023-11-05 11:46:25,2023-11-05 16:46:25,0
95,492,2023-07-23 18:50:40,2023-07-23 21:50:40,0
96,952,2023-08-06 01:18:01,2023-08-06 02:18:01,0
97,977,2023-07-28 10:37:21,2023-07-28 14:37:21,0
98,466,2023-09-29 12:13:42,2023-09-29 16:13:42,0
99,778,2023-08-26 00:56:16,2023-08-26 03:56:16,0
100,730,2023-08-04 17:07:34,2023-08-04 18:07:34,0
101,72,2023-10-31 00:46:36,2023-10-31 04:46:36,0
102,869,2023-08-14 17:46:49,2023-08-14 20:46:49,0
103,938,2023-09-05 12:56:31,2023-09-05 13:56:31,0
104,743,2023-10-11 05:56:38,2023-10-11 10:56:38,0
105,131,2023-06-21 16:33:06,2023-06-21 21:33:06,0
106,596,2023-08-01 19:05:06,2023-08-01 21:05:06,0
107,203,2023-08-20 09:54:46,2023-08-20 14:54:46,0
108,720,2023-07-24 15:46:29,2023-07-24 17:46:29,0
109,220,2023-08-13 04:14:29,2023-08-13 07:14:29,0
110,463,2023-10-02 15:32:15,2023-10-02 17:32:15,0
111,262,2023-07-04 18:24:54,2023-07-04 23:24:54,0
112,761,2023-12-24 04:17:45,2023-12-24 05:17:45,0
113,972,2023-12-26 08:06:30,2023-12-26 09:06:30,0
114,962,2023-09-20 07:42:11,2023-09-20 12:42:11,0
115,315,2023-12-08 19:19:44,2023-12-08 20:19:44,0
116,242,2023-11-27 04:22:52,2023-11-27 06:22:52,0
117,833,2023-06-30 00:58:30,2023-06-30 05:58:30,0
118,466,2023-07-12 04:00:48,2023-07-12 06:00:48,0
119,739,2023-11-29 20:49:33,2023-11-29 23:49:33,0
120,441,2023-10-12 18:04:15,2023-10-12 20:04:15,0
121,695,2023-06-21 22:35:45,2023-06-22 00:35:45,0
122,214,2023-10-21 11:54:52,2023-10-21 14:54:52,0
123,968,2023-08-10 05:36:33,2023-08-10 09:36:33,0
124,997,2023-07-02 05:53:26,2023-07-02 10:53:26,0
125,28,2023-06-24 15:03:38,2023-06-24 17:03:38,0
126,752,2023-09-21 16:41:00,2023-09-21 21:41:00,0
127,64,2023-12-09 10:02:16,2023-12-09 13:02:16,0
128,111,2023-08-18 17:30:12,2023-08-18 19:30:12,0
129,604,2023-09-01 22:48:55,2023-09-02 03:48:55,0
130,744,2023-07-02 02:10:36,2023-07-02 06:10:36,0
131,915,2023-10-04 10:42:14,2023-10-04 14:42:14,0
132,869,2023-06-15 16:38:08,2023-06-15 19:38:08,0
133,266,2023-10-22 06:47:50,2023-10-22 08:47:50,0
134,254,2023-12-27 19:14:35,2023-12-28 00:14:35,0
135,649,2023-11-28 11:52:59,2023-11-28 14:52:59,0
136,273,2023-08-24 05:18:44,2023-08-24 07:18:44,0
137,967,2023-11-24 13:58:52,2023-11-24 15:58:52,0
138,812,2023-12-02 13:22:22,2023-12-02 16:22:22,0
139,171,2023-08-28 20:14:07,2023-08-28 23:14:07,0
140,568,2023-12-19 21:44:18,2023-12-19 23:44:18,0
141,558,2023-12-20 00:31:22,2023-12-20 03:31:22,0
142,37,2023-11-28 18:52:18,2023-11-28 23:52:18,0
143,756,2023-06-20 16:18:02,2023-06-20 19:18:02,0
144,160,2023-06-21 16:32:11,2023-06-21 18:32:11,0
145,240,2023-10-25 02:58:35,2023-10-25 07:58:35,0
146,675,2023-09-09 22:42:25,2023-09-10 01:42:25,0
147,268,2023-08-23 06:11:09,2023-08-23 08:11:09,0
148,260,2023-07-19 08:43:28,2023-07-19 12:43:28,0
149,865,2023-11-04 21:08:39,2023-11-05 01:08:39,0
150,793,2023-12-19 07:22:39,2023-12-19 09:22:39,0
151,925,2023-09-23 11:21:26,2023-09-23 16:21:26,0
152,244,2023-11-10 16:22:55,2023-11-10 17:22:55,0
153,213,2023-12-20 11:21:24,2023-12-20 12:21:24,0
154,524,2023-10-16 17:03:36,2023-10-16 18:03:36,0
155,830,2023-11-18 13:46:57,2023-11-18 15:46:57,0
156,452,2023-08-16 06:26:27,2023-08-16 10:26:27,0
157,478,2023-09-26 00:09:09,2023-09-26 03:09:09,0
158,852,2023-08-17 13:36:27,2023-08-17 18:36:27,0
159,968,2023-08-08 19:42:13,2023-08-08 22:42:13,0
160,135,2023-12-10 19:13:10,2023-12-10 22:13:10,0
161,4,2023-12-01 05:45:06,2023-12-01 08:45:06,0
162,902,2023-06-14 07:12:50,2023-06-14 09:12:50,0
163,395,2023-10-08 19:53:05,2023-10-08 20:53:05,0
164,193,2023-11-26 16:07:37,2023-11-26 17:07:37,0
165,940,2023-12-28 01:08:09,2023-12-28 02:08:09,0
166,9,2023-09-27 19:14:51,2023-09-27 21:14:51,0
167,988,2023-06-22 22:04:27,2023-06-23 02:04:27,0
168,485,2023-12-16 19:01:12,2023-12-17 00:01:12,0
169,550,2023-10-28 08:57:15,2023-10-28 09:57:15,0
170,184,2023-09-22 22:32:41,2023-09-23 03:32:41,0
171,520,2023-07-05 04:44:31,2023-07-05 08:44:31,0
172,645,2023-07-27 04:00:51,2023-07-27 06:00:51,0
173,291,2023-09-04 03:02:58,2023-09-04 05:02:58,0
174,323,2023-12-17 10:43:10,2023-12-17 11:43:10,0
175,73,2023-07-16 06:23:06,2023-07-16 10:23:06,0
176,99,2023-09-30 20:50:00,2023-09-30 22:50:00,0
177,43,2023-06-19 18:37:27,2023-06-19 22:37:27,0
178,43,2023-10-10 13:23:06,2023-10-10 18:23:06,0
179,870,2023-06-22 03:36:05,2023-06-22 06:36:05,0
180,966,2023-12-15 07:33:45,2023-12-15 10:33:45,0
181,329,2023-11-05 02:03:41,2023-11-05 06:03:41,0
182,366,2023-07-05 06:11:15,2023-07-05 11:11:15,0
183,345,2023-06-22 20:48:45,2023-06-22 23:48:45,0
184,130,2023-10-15 05:26:14,2023-10-15 06:26:14,0
185,565,2023-07-27 14:01:13,2023-07-27 19:01:13,0
186,224,2023-08-18 23:50:01,2023-08-19 01:50:01,0
187,270,2023-08-11 11:19:46,2023-08-11 15:19:46,0
188,107,2023-10-16 07:56:43,2023-10-16 12:56:43,0
189,732,2023-08-27 19:17:44,2023-08-27 23:17:44,0
190,398,2023-07-07 02:43:39,2023-07-07 06:43:39,0
191,578,2023-09-25 03:14:53,2023-09-25 07:14:53,0
192,36,2023-07-27 23:30:32,2023-07-28 00:30:32,0
193,674,2023-07-11 13:01:58,2023-07-11 14:01:58,0
194,522,2023-11-10 15:56:56,2023-11-10 20:56:56,0
195,3,2023-08-04 17:42:27,2023-08-04 21:42:27,0
196,984,2023-06-20 18:23:30,2023-06-20 21:23:30,0
197,541,2023-06-27 09:40:47,2023-06-27 11:40:47,0
198,319,2023-11-01 07:51:37,2023-11-01 09:51:37,0
199,600,2023-10-28 03:41:25,2023-10-28 04:41:25,0
200,700,2023-06-28 23:17:12,2023-06-29 01:17:12,0
201,380,2023-06-21 08:43:26,2023-06-21 10:43:26,0
202,779,2023-12-19 14:24:25,2023-12-19 16:24:25,0
203,720,2023-08-21 21:25:14,2023-08-21 23:25:14,0
204,188,2023-06-17 20:05:44,2023-06-17 21:05:44,0
205,604,2023-08-18 09:15:54,2023-08-18 11:15:54,0
206,886,2023-06-30 09:18:33,2023-06-30 13:18:33,0
207,350,2023-06-22 22:09:23,2023-06-23 02:09:23,0
208,579,2023-07-17 10:30:04,2023-07-17 12:30:04,0
209,836,2023-12-28 15:30:52,2023-12-28 19:30:52,0
210,443,2023-06-27 23:09:06,2023-06-28 01:09:06,0
211,946,2023-09-10 02:23:48,2023-09-10 03:23:48,0
212,929,2023-08-23 16:42:57,2023-08-23 19:42:57,0
213,681,2023-11-03 19:39:17,2023-11-03 22:39:17,0
214,431,2023-06-22 00:53:04,2023-06-22 05:53:04,0
215,868,2023-06-28 14:46:24,2023-06-28 19:46:24,0
216,60,2023-11-02 17:46:55,2023-11-02 22:46:55,0
217,949,2023-06-18 19:00:21,2023-06-18 20:00:21,0
218,497,2023-07-10 03:03:37,2023-07-10 06:03:37,0
219,908,2023-12-17 09:33:17,2023-12-17 13:33:17,0
220,182,2023-10-18 05:14:06,2023-10-18 09:14:06,0
221,539,2023-11-30 07:45:04,2023-11-30 12:45:04,0
222,583,2023-12-17 16:39:47,2023-12-17 20:39:47,0
223,431,2023-12-16 08:15:36,2023-12-16 11:15:36,0
224,62,2023-11-12 11:15:44,2023-11-12 16:15:44,0
225,546,2023-07-11 15:56:11,2023-07-11 18:56:11,0
226,318,2023-08-23 09:22:17,2023-08-23 13:22:17,0
227,360,2023-08-28 13:13:31,2023-08-28 18:13:31,0
228,511,2023-08-30 10:13:52,2023-08-30 11:13:52,0
229,456,2023-07-08 08:54:10,2023-07-08 13:54:10,0
230,128,2023-12-08 13:34:48,2023-12-08 16:34:48,0
231,200,2023-09-07 02:09:50,2023-09-07 03:09:50,0
232,899,2023-08-28 08:46:58,2023-08-28 13:46:58,0
233,567,2023-12-02 01:45:38,2023-12-02 06:45:38,0
234,752,2023-06-19 00:55:08,2023-06-19 05:55:08,0
235,300,2023-09-14 12:23:35,2023-09-14 16:23:35,0
236,494,2023-10-01 11:32:39,2023-10-01 15:32:39,0
237,801,2023-11-15 09:56:10,2023-11-15 11:56:10,0
238,957,2023-07-05 22:18:31,2023-07-06 00:18:31,0
239,562,2023-10-21 10:27:29,2023-10-21 14:27:29,0
240,391,2023-06-26 10:53:49,2023-06-26 12:53:49,0
241,954,2023-09-20 15:55:19,2023-09-20 18:55:19,0
242,373,2023-12-28 00:29:35,2023-12-28 04:29:35,0
243,669,2023-06-22 22:15:16,2023-06-22 23:15:16,0
244,67,2023-08-18 09:41:51,2023-08-18 10:41:51,0
245,429,2023-08-15 10:46:07,2023-08-15 13:46:07,0
246,107,2023-10-21 17:28:34,2023-10-21 19:28:34,0
247,755,2023-10-21 01:16:19,2023-10-21 02:16:19,0
248,958,2023-07-17 06:38:21,2023-07-17 09:38:21,0
249,272,2023-11-15 07:14:36,2023-11-15 08:14:36,0
250,79,2023-12-28 08:39:55,2023-12-28 10:39:55,0
251,943,2023-08-22 02:10:44,2023-08-22 04:10:44,0
252,931,2023-09-13 05:22:25,2023-09-13 09:22:25,0
253,818,2023-12-10 14:34:02,2023-12-10 16:34:02,0
254,705,2023-11-12 20:53:16,2023-11-12 21:53:16,0
255,272,2023-09-15 18:35:32,2023-09-15 20:35:32,0
256,423,2023-11-17 18:09:26,2023-11-17 20:09:26,0
257,987,2023-07-05 08:02:59,2023-07-05 10:02:59,0
258,136,2023-07-15 02:01:41,2023-07-15 04:01:41,0
259,100,2023-06-26 18:19:40,2023-06-26 20:19:40,0
260,305,2023-09-24 03:14:33,2023-09-24 08:14:33,0
261,485,2023-09-18 11:11:46,2023-09-18 13:11:46,0
262,547,2023-10-29 23:23:13,2023-10-30 00:23:13,0
263,584,2023-11-25 18:20:59,2023-11-25 20:20:59,0
264,503,2023-10-10 19:15:50,2023-10-10 21:15:50,0
265,98,2023-12-04 17:04:14,2023-12-04 22:04:14,0
266,56,2023-10-26 05:35:33,2023-10-26 08:35:33,0
267,839,2023-08-23 21:28:55,2023-08-23 22:28:55,0
268,171,2023-12-12 15:39:49,2023-12-12 18:39:49,0
269,672,2023-09-10 15:23:20,2023-09-10 18:23:20,0
270,818,2023-08-21 07:27:44,2023-08-21 10:27:44,0
271,278,2023-11-26 07:57:56,2023-11-26 11:57:56,0
272,816,2023-07-26 13:13:11,2023-07-26 15:13:11,0
273,95,2023-07-10 21:29:15,2023-07-11 00:29:15,0
274,977,2023-08-23 07:03:13,2023-08-23 08:03:13,0
275,634,2023-10-05 16:19:20,2023-10-05 19:19:20,0
276,767,2023-08-24 01:09:13,2023-08-24 05:09:13,0
277,686,2023-11-15 17:06:24,2023-11-15 20:06:24,0
278,119,2023-09-05 03:02:18,2023-09-05 05:02:18,0
279,716,2023-12-23 20:52:09,2023-12-23 21:52:09,0
280,406,2023-09-15 01:54:28,2023-09-15 04:54:28,0
281,41,2023-07-19 21:07:34,2023-07-20 01:07:34,0
282,382,2023-11-03 17:31:28,2023-11-03 19:31:28,0
283,375,2023-09-29 11:03:56,2023-09-29 15:03:56,0
284,312,2023-07-16 01:08:14,2023-07-16 03:08:14,0
285,982,2023-12-25 02:29:02,2023-12-25 07:29:02,0
286,118,2023-09-20 09:14:45,2023-09-20 14:14:45,0
287,463,2023-09-16 01:07:02,2023-09-16 02:07:02,0
288,753,2023-08-13 03:02:58,2023-08-13 05:02:58,0
289,912,2023-07-06 16:37:00,2023-07-06 17:37:00,0
290,614,2023-08-21 01:47:56,2023-08-21 06:47:56,0
291,93,2023-11-20 05:33:03,2023-11-20 07:33:03,0
292,232,2023-09-08 11:07:35,2023-09-08 15:07:35,0
293,788,2023-06-27 22:41:41,2023-06-28 02:41:41,0
294,628,2023-09-15 03:43:52,2023-09-15 07:43:52,0
295,930,2023-12-28 09:13:42,2023-12-28 10:13:42,0
296,57,2023-06-29 19:45:17,2023-06-29 20:45:17,0
297,879,2023-10-30 05:12:17,2023-10-30 08:12:17,0
298,723,2023-08-07 01:34:52,2023-08-07 06:34:52,0
299,460,2023-07-07 03:03:29,2023-07-07 05:03:29,0
300,233,2023-10-05 11:00:15,2023-10-05 16:00:15,0
301,807,2023-12-02 10:24:46,2023-12-02 13:24:46,0
302,288,2023-07-03 18:57:19,2023-07-03 23:57:19,0
303,778,2023-10-21 04:46:57,2023-10-21 05:46:57,0
304,41,2023-08-01 02:51:25,2023-08-01 06:51:25,0
305,986,2023-06-18 13:14:40,2023-06-18 14:14:40,0
306,543,2023-06-26 06:09:14,2023-06-26 08:09:14,0
307,619,2023-06-27 22:29:32,2023-06-28 03:29:32,0
308,406,2023-12-12 13:24:14,2023-12-12 14:24:14,0
309,915,2023-10-08 15:11:41,2023-10-08 20:11:41,0
310,620,2023-07-18 23:46:15,2023-07-19 00:46:15,0
311,999,2023-12-05 00:42:31,2023-12-05 03:42:31,0
312,457,2023-09-26 21:41:40,2023-09-27 01:41:40,0
313,647,2023-09-12 16:36:24,2023-09-12 18:36:24,0
314,719,2023-10-20 21:41:42,2023-10-20 23:41:42,0
315,319,2023-07-14 16:01:06,2023-07-14 20:01:06,0
316,281,2023-07-18 22:27:54,2023-07-18 23:27:54,0
317,848,2023-09-01 01:44:54,2023-09-01 04:44:54,0
318,319,2023-08-23 09:31:33,2023-08-23 11:31:33,0
319,439,2023-07-18 23:38:02,2023-07-19 00:38:02,0
320,159,2023-08-12 02:48:56,2023-08-12 05:48:56,0
321,325,2023-08-30 15:00:45,2023-08-30 19:00:45,0
322,1,2023-12-16 07:14:19,2023-12-16 08:14:19,0
323,215,2023-10-28 11:43:09,2023-10-28 16:43:09,0
324,480,2023-06-25 01:07:32,2023-06-25 04:07:32,0
325,848,2023-10-29 01:27:54,2023-10-29 03:27:54,0
326,594,2023-09-22 19:18:35,2023-09-22 23:18:35,0
327,24,2023-06-14 08:18:41,2023-06-14 10:18:41,0
328,453,2023-12-26 20:54:54,2023-12-27 01:54:54,0
329,948,2023-12-18 05:01:56,2023-12-18 06:01:56,0
330,880,2023-08-15 07:57:12,2023-08-15 09:57:12,0
331,183,2023-12-02 05:15:13,2023-12-02 09:15:13,0
332,272,2023-09-22 16:51:31,2023-09-22 17:51:31,0
333,412,2023-08-04 11:37:41,2023-08-04 12:37:41,0
334,447,2023-09-20 13:42:03,2023-09-20 15:42:03,0
335,185,2023-06-17 16:30:18,2023-06-17 20:30:18,0
336,887,2023-06-22 08:10:25,2023-06-22 12:10:25,0
337,457,2023-07-11 04:17:12,2023-07-11 05:17:12,0
338,711,2023-11-19 20:21:12,2023-11-20 01:21:12,0
339,730,2023-08-16 17:29:06,2023-08-16 20:29:06,0
340,579,2023-12-09 16:38:09,2023-12-09 21:38:09,0
341,240,2023-10-19 06:34:11,2023-10-19 07:34:11,0
342,259,2023-10-31 06:25:01,2023-10-31 09:25:01,0
343,326,2023-06-18 11:47:52,2023-06-18 16:47:52,0
344,202,2023-10-29 21:20:07,2023-10-30 01:20:07,0
345,693,2023-10-02 05:31:15,2023-10-02 06:31:15,0
346,377,2023-06-26 11:10:16,2023-06-26 12:10:16,0
347,18,2023-09-10 17:55:47,2023-09-10 19:55:47,0
348,106,2023-09-10 15:20:39,2023-09-10 16:20:39,0
349,218,2023-12-01 14:36:27,2023-12-01 16:36:27,0
350,398,2023-12-21 05:16:34,2023-12-21 10:16:34,0
351,761,2023-12-01 01:56:59,2023-12-01 03:56:59,0
352,562,2023-10-05 08:58:33,2023-10-05 10:58:33,0
353,305,2023-08-21 23:22:18,2023-08-22 02:22:18,0
354,140,2023-11-22 11:09:34,2023-11-22 14:09:34,0
355,145,2023-12-12 02:20:25,2023-12-12 04:20:25,0
356,580,2023-12-27 03:02:13,2023-12-27 05:02:13,0
357,149,2023-12-04 15:36:57,2023-12-04 18:36:57,0
358,773,2023-10-21 08:45:43,2023-10-21 10:45:43,0
359,126,2023-10-25 18:45:21,2023-10-25 19:45:21,0
360,890,2023-11-16 19:14:17,2023-11-16 23:14:17,0
361,244,2023-11-04 03:54:19,2023-11-04 07:54:19,0
362,85,2023-09-05 09:40:26,2023-09-05 13:40:26,0
363,845,2023-07-21 12:56:34,2023-07-21 17:56:34,0
364,973,2023-10-09 14:40:00,2023-10-09 17:40:00,0
365,524,2023-12-24 03:47:00,2023-12-24 07:47:00,0
366,27,2023-06-26 08:55:46,2023-06-26 13:55:46,0
367,642,2023-09-14 22:40:29,2023-09-14 23:40:29,0
368,340,2023-11-08 08:29:35,2023-11-08 12:29:35,0
369,296,2023-12-05 03:05:42,2023-12-05 04:05:42,0
370,810,2023-11-01 06:05:26,2023-11-01 08:05:26,0
371,517,2023-10-26 12:02:58,2023-10-26 15:02:58,0
372,90,2023-09-24 16:27:15,2023-09-24 21:27:15,0
373,80,2023-08-18 11:42:30,2023-08-18 16:42:30,0
374,965,2023-11-01 14:41:27,2023-11-01 17:41:27,0
375,564,2023-12-22 02:16:45,2023-12-22 04:16:45,0
376,673,2023-09-01 23:03:46,2023-09-02 04:03:46,0
377,376,2023-10-14 23:00:46,2023-10-15 02:00:46,0
378,36,2023-08-12 18:26:45,2023-08-12 19:26:45,0
379,517,2023-10-02 01:00:18,2023-10-02 02:00:18,0
380,487,2023-07-29 00:45:39,2023-07-29 05:45:39,0
381,765,2023-10-31 03:10:37,2023-10-31 08:10:37,0
382,803,2023-07-26 17:44:56,2023-07-26 22:44:56,0
383,772,2023-10-31 06:41:56,2023-10-31 07:41:56,0
384,760,2023-08-24 10:30:49,2023-08-24 13:30:49,0
385,641,2023-11-19 02:47:26,2023-11-19 03:47:26,0
386,735,2023-12-25 22:09:17,2023-12-25 23:09:17,0
387,715,2023-10-11 23:14:56,2023-10-12 00:14:56,0
388,214,2023-09-12 19:06:49,2023-09-12 20:06:49,0
389,170,2023-09-13 11:09:05,2023-09-13 14:09:05,0
390,115,2023-12-05 01:29:51,2023-12-05 06:29:51,0
391,512,2023-09-15 17:15:01,2023-09-15 21:15:01,0
392,20,2023-08-08 21:43:21,2023-08-09 01:43:21,0
393,815,2023-12-24 05:40:03,2023-12-24 07:40:03,0
394,267,2023-10-24 13:40:13,2023-10-24 18:40:13,0
395,840,2023-08-13 16:26:15,2023-08-13 18:26:15,0
396,925,2023-10-20 14:28:48,2023-10-20 16:28:48,0
397,406,2023-08-11 11:16:47,2023-08-11 14:16:47,0
398,818,2023-10-21 19:52:43,2023-10-21 22:52:43,0
399,418,2023-07-18 18:47:39,2023-07-18 23:47:39,0
400,350,2023-07-20 23:25:49,2023-07-21 04:25:49,0
401,647,2023-06-14 17:29:31,2023-06-14 21:29:31,0
402,17,2023-08-29 02:52:41,2023-08-29 07:52:41,0
403,631,2023-08-14 13:15:40,2023-08-14 14:15:40,0
404,89,2023-06-24 19:57:49,2023-06-25 00:57:49,0
405,316,2023-08-04 00:13:54,2023-08-04 02:13:54,0
406,784,2023-11-06 13:47:36,2023-11-06 16:47:36,0
407,328,2023-09-12 03:25:31,2023-09-12 04:25:31,0
408,29,2023-10-05 17:10:26,2023-10-05 22:10:26,0
409,267,2023-10-09 11:52:16,2023-10-09 12:52:16,0
410,686,2023-11-14 06:40:27,2023-11-14 08:40:27,0
411,862,2023-12-14 13:21:50,2023-12-14 14:21:50,0
412,632,2023-07-17 18:52:39,2023-07-17 22:52:39,0
413,251,2023-09-14 22:36:39,2023-09-14 23:36:39,0
414,679,2023-07-10 11:40:50,2023-07-10 15:40:50,0
415,113,2023-08-27 04:02:50,2023-08-27 09:02:50,0
416,268,2023-10-06 14:21:13,2023-10-06 18:21:13,0
417,649,2023-10-06 05:33:09,2023-10-06 06:33:09,0
418,833,2023-12-30 08:43:46,2023-12-30 10:43:46,0
419,175,2023-08-06 00:22:26,2023-08-06 01:22:26,0
420,578,2023-09-29 06:56:57,2023-09-29 09:56:57,0
421,233,2023-10-09 06:51:46,2023-10-09 09:51:46,0
422,802,2023-07-03 21:59:01,2023-07-04 01:59:01,0
423,292,2023-10-15 02:24:46,2023-10-15 04:24:46,0
424,886,2023-12-29 16:14:03,2023-12-29 19:14:03,0
425,717,2023-07-03 03:37:59,2023-07-03 08:37:59,0
426,722,2023-10-28 15:03:24,2023-10-28 16:03:24,0
427,643,2023-06-14 02:37:25,2023-06-14 06:37:25,0
428,878,2023-11-09 23:09:19,2023-11-10 02:09:19,0
429,846,2023-07-24 13:09:17,2023-07-24 14:09:17,0
430,680,2023-11-26 22:19:08,2023-11-27 00:19:08,0
431,346,2023-07-20 04:58:14,2023-07-20 05:58:14,0
432,814,2023-10-28 22:03:23,2023-10-29 03:03:23,0
433,226,2023-09-29 23:50:18,2023-09-30 03:50:18,0
434,857,2023-10-23 11:25:56,2023-10-23 15:25:56,0
